Gene	corr	p.value	p.adj	Module
AL161637.1	-0.103748108937136	0.362878470561472	1	MEturquoise
MIR626	0.161119797104762	0.156037664653636	1	MEturquoise
AL603840.1	-0.180387910924543	0.111643926543508	1	MEturquoise
CYP4A26P	0.370001073277204	0.000790287926463678	1	MEturquoise
LRRC74A	-0.170673679258794	0.132617631301066	1	MEturquoise
AP003548.1	0.260563225982903	0.0203820395054208	1	MEturquoise
AL359694.1	0.370090009795853	0.000787807584347916	1	MEturquoise
AC005614.1	-0.313730608964058	0.00486998222484598	1	MEturquoise
AC134026.1	0.86415643025344	1.13350267591606e-24	4.11914872427897e-21	MEturquoise
AC022196.1	0.191093239265785	0.0916060280490323	1	MEturquoise
FNDC1-IT1	0.288169424531855	0.0100135533449882	1	MEturquoise
AL513475.1	0.631939592760101	4.22361869731784e-10	1.39970723629113e-06	MEturquoise
PDZK1P1	0.307009554932992	0.00592206532224669	1	MEturquoise
MIR2052	0.263820006030518	0.018809090766023	1	MEturquoise
AC226118.1	-0.475989677170261	9.26546135348816e-06	0.0270180853067715	MEturquoise
MIR4754	0.262932731010586	0.0192269486835129	1	MEturquoise
AL109615.2	-0.558319670444221	8.97289989547313e-08	0.000282287430711585	MEturquoise
ART3	-0.397534028086033	0.000285890158621072	0.750461666380314	MEturquoise
SGO1P1	0.275001363648143	0.0141750337969575	1	MEturquoise
AC008013.3	-0.105134111037547	0.356467621755494	1	MEturquoise
FTOP1	0.182333439362717	0.10777012280386	1	MEturquoise
AC092343.1	-0.514885857175876	1.20524654925486e-06	0.00363984457874969	MEturquoise
RPL8P2	0.0172456722502195	0.880093358409418	1	MEturquoise
OR2AJ1	0.373272643725011	0.000703575505074129	1	MEturquoise
AL139230.1	0.464936861011379	1.58280779649367e-05	0.0454424118373331	MEturquoise
CNPY1	-0.0537339597712241	0.638122571629098	1	MEturquoise
AC073283.2	0.205847836532499	0.0687594037837675	1	MEturquoise
GZMB	0.0647904926324091	0.570518432492185	1	MEturquoise
DNM1P30	0.176282379519359	0.12017120925005	1	MEturquoise
LINC02611	0.0743042484954995	0.515172752472015	1	MEturquoise
THRSP	0.855045950136823	1.15430120308056e-23	4.17626175274547e-20	MEturquoise
AC009053.3	0.0913384483377211	0.423381022484999	1	MEturquoise
OLIG2	0.322713127971565	0.00372384294194152	1	MEturquoise
AC131097.1	-0.038441081905886	0.736606809135476	1	MEturquoise
AC091534.1	0.00136830533104245	0.99045121154829	1	MEturquoise
AC084757.2	0.344893998690501	0.00185367709413774	1	MEturquoise
AC018529.2	-0.219243217935762	0.0522212440829101	1	MEturquoise
AC105105.3	0.269597674630386	0.0162739692442916	1	MEturquoise
LINC01231	0.358559156404417	0.00117550404412447	1	MEturquoise
DSCR4-IT1	0.247522607670824	0.027856024638969	1	MEturquoise
AL022163.1	0.116849081031142	0.305107778060982	1	MEturquoise
GOLGA8IP	-0.0276541090888884	0.808839389384586	1	MEturquoise
TCP11X1	-0.20588397977591	0.0687096833735027	1	MEturquoise
HMGN2P16	0.0534136364671273	0.640129598635399	1	MEturquoise
AC027335.2	0.360562295213614	0.00109771485185451	1	MEturquoise
LINC02652	0.267215828781065	0.0172809856925017	1	MEturquoise
TMPRSS9	0.534714550479329	3.85140415808635e-07	0.00118546219985898	MEturquoise
MUC13	0.0160277544918031	0.88850504587014	1	MEturquoise
MARK2P9	0.188008104629564	0.0970655307487434	1	MEturquoise
AC113430.1	0.251942884538424	0.0250981360919159	1	MEturquoise
AC012150.2	0.225225864080762	0.0459705018850772	1	MEturquoise
AL357093.2	0.0218977985478234	0.848092712635736	1	MEturquoise
AC133961.1	-0.242428654215503	0.0313477152038763	1	MEturquoise
MRPL9P1	0.701097222714414	6.26563387279785e-13	2.15475148885518e-09	MEturquoise
MIR6131	0.11484569292888	0.313531262951133	1	MEturquoise
SNORD115-19	0.45969781532431	2.02713936336157e-05	0.0578140146430721	MEturquoise
CHRNA6	0.945591085971207	2.70841629354779e-39	1.00671833631172e-35	MEturquoise
MAGEB17	-0.0297610110530576	0.794583745902745	1	MEturquoise
MIR181A1	0.502848892426566	2.32762177375691e-06	0.0069526062382119	MEturquoise
CYSLTR1	-0.0985170512455319	0.387705665822308	1	MEturquoise
AC133065.1	0.139853548573029	0.218965282594451	1	MEturquoise
AC112203.1	-0.0452669193968133	0.692008137795217	1	MEturquoise
MTND6P6	0.391075366796643	0.000365817869969386	0.951492279790373	MEturquoise
AC239798.2	0.268125495677079	0.0168902382695308	1	MEturquoise
LINC01500	-0.236638111261028	0.035756817944358	1	MEturquoise
RN7SL217P	0.142286648659341	0.210974927156583	1	MEturquoise
AJ011932.1	0.432275527890246	6.94234760063345e-05	0.19167821725349	MEturquoise
OR56A4	0.058531656834921	0.60837938119397	1	MEturquoise
AC073310.1	-0.167694067386591	0.139615880893592	1	MEturquoise
POSTN	-0.142490189611258	0.210315991018688	1	MEturquoise
KRT27	0.424925304919051	9.48836440774883e-05	0.25988630112824	MEturquoise
AC073848.1	0.0629210164448427	0.581711496339304	1	MEturquoise
AL355816.2	-0.20527593075319	0.0695500100167266	1	MEturquoise
LINC01030	0.215445780246876	0.0565386721537129	1	MEturquoise
CROCCP4	-0.120222053559458	0.291261404867512	1	MEturquoise
OR13C4	0.275624430570828	0.0139487850896342	1	MEturquoise
AC104446.1	0.257975675824197	0.0217107040458753	1	MEturquoise
AC107072.2	-0.463440942609264	1.69937802401062e-05	0.048653192827424	MEturquoise
OR13C3	0.230675798305424	0.0408269052755327	1	MEturquoise
STMN2	0.947784530459094	5.78826841955269e-40	2.15439350575751e-36	MEturquoise
ZDHHC20P1	0.309356737746055	0.00553381158585783	1	MEturquoise
AL049552.1	-0.0226501966116599	0.842938761107355	1	MEturquoise
AC002128.2	-0.019174441515075	0.866799553002843	1	MEturquoise
PTCHD3P1	0.154869861202722	0.172942070524044	1	MEturquoise
GPS2P2	0.35238821902067	0.00144754364058949	1	MEturquoise
PTMAP9	-0.177459650342423	0.117676424988435	1	MEturquoise
AL035420.3	-0.336651090022482	0.00241652531897915	1	MEturquoise
MIR941-3	0.0632979356963899	0.579446695926912	1	MEturquoise
CPA1	-0.312801360462976	0.00500478951265485	1	MEturquoise
GPR150	0.763171790796301	2.94330099744011e-16	1.0345703006002e-12	MEturquoise
TNFRSF10C	-0.513512711499251	1.30088319425782e-06	0.00392086194749308	MEturquoise
AL391845.1	-0.357986042356257	0.00119866084542384	1	MEturquoise
LINC00939	-0.238612659757091	0.0341984376569726	1	MEturquoise
AL356108.1	0.20977732378928	0.0635210787892075	1	MEturquoise
AC007378.1	0.0191776783522037	0.866777273451656	1	MEturquoise
RORC	-0.43052634674506	7.48306349685007e-05	0.206382891243125	MEturquoise
AL354919.1	-0.012871177194701	0.91036140690172	1	MEturquoise
GRIK1-AS1	0.636897639029812	2.7953892634688e-10	9.28628313324335e-07	MEturquoise
AC068658.1	0.227430152020845	0.0438291094298886	1	MEturquoise
AC002401.3	-0.0337726477604764	0.767629095328886	1	MEturquoise
CEACAM20	0.373573265847387	0.000696059237625627	1	MEturquoise
MIR1972-1	0.0849626973199669	0.456588632792569	1	MEturquoise
RNA5SP213	0.354166298460905	0.00136384718343078	1	MEturquoise
MRGPRF	-0.686215965520829	2.96000564241491e-12	1.00788192124228e-08	MEturquoise
AL109914.1	0.289315672397543	0.00970784851659262	1	MEturquoise
SNORD115-36	0.449909332104257	3.18416523363453e-05	0.0900163511548481	MEturquoise
AQP7	0.27099070525569	0.0157087669265251	1	MEturquoise
LINC00391	0.165776167211717	0.144265662841424	1	MEturquoise
AC097493.1	0.262204920046887	0.0195756216087932	1	MEturquoise
MIR7157	0.372618193616481	0.000720194601304348	1	MEturquoise
FAM87A	0.850692585068409	3.31085377867731e-23	1.19488712872464e-19	MEturquoise
AC034228.4	0.240242458173112	0.0329553908979339	1	MEturquoise
AC244131.2	0.174269000364038	0.124531636459897	1	MEturquoise
TMPRSS7	0.760896812589922	4.05824960603319e-16	1.42566308659946e-12	MEturquoise
AL157791.1	0.25271524318458	0.0246408544107369	1	MEturquoise
COX20P1	-0.162720111797967	0.151913856991888	1	MEturquoise
IDH2-DT	-0.375198866974283	0.00065666767281016	1	MEturquoise
AC026108.1	0.228486411487193	0.0428326373936022	1	MEturquoise
AC055758.2	-0.136292131419642	0.231041447806795	1	MEturquoise
AC090771.2	-0.369832541748885	0.000795007582898221	1	MEturquoise
LINC01121	-0.265673245591652	0.0179613747589257	1	MEturquoise
AC009159.2	-0.123323786434891	0.278899860706972	1	MEturquoise
SLC9C1	0.12651617904269	0.266547602677053	1	MEturquoise
AC016397.1	0.606769938024925	3.07889584904914e-09	1.00464371554473e-05	MEturquoise
AC084082.1	-0.238672761392381	0.0341519103654239	1	MEturquoise
RN7SL138P	-0.00549909111445854	0.961637915974302	1	MEturquoise
AC009060.2	-0.0505654573662731	0.658087455321101	1	MEturquoise
AC012123.2	-0.261449604147994	0.0199431824444939	1	MEturquoise
AC126603.1	-0.336307752381988	0.00244298737396017	1	MEturquoise
AC004853.1	-0.236821343998444	0.0356097487539906	1	MEturquoise
CAPN13	0.219299745349674	0.0521590782474392	1	MEturquoise
LINC02268	0.134071909344569	0.23880047550135	1	MEturquoise
AC005625.1	-0.170650895804655	0.132670113143854	1	MEturquoise
PLEKHN1	-0.0989152284372063	0.385780944237174	1	MEturquoise
AF127577.5	-0.119364416143258	0.294742168311198	1	MEturquoise
PLA2G4F	0.449583917684418	3.2315644507508e-05	0.0912916957337102	MEturquoise
ELOCP23	0.507056591229706	1.85452469699659e-06	0.00555615599220179	MEturquoise
TMPRSS11A	-0.335339406039424	0.00251902682196188	1	MEturquoise
AC084824.2	-0.065150592251893	0.568374030145629	1	MEturquoise
FAT1P1	-0.202015368235667	0.0741982464879047	1	MEturquoise
AC092546.1	0.041858301879985	0.714159716305545	1	MEturquoise
RPS28P7	-0.096564419520666	0.397227131183532	1	MEturquoise
CA4	-0.256091558661668	0.0227240480375378	1	MEturquoise
SDR42E2	-0.497905892654709	3.02810363245315e-06	0.00898741158112094	MEturquoise
AL591441.1	-0.0229596066427643	0.840821191472465	1	MEturquoise
MIRLET7A2	-0.370568306277389	0.000774589470604705	1	MEturquoise
AL357054.4	0.437215049399289	5.60474768009276e-05	0.155924080460181	MEturquoise
AC091885.1	0.606113596751297	3.23510916667408e-09	1.05496909925242e-05	MEturquoise
Z82195.2	0.438806250101967	5.22765173222136e-05	0.145799206811654	MEturquoise
TMEM26	0.41783006572006	0.000127421784780837	0.345313036756069	MEturquoise
MIR1185-1	0.464030436525451	1.65251562250923e-05	0.0473610977411145	MEturquoise
AL359962.2	0.224807516431467	0.046386509995636	1	MEturquoise
AC244502.1	-0.0853178855689439	0.454701734177542	1	MEturquoise
RN7SL823P	-0.131931086594682	0.246450966152438	1	MEturquoise
AP003390.2	-0.160237812329892	0.158345722436892	1	MEturquoise
AC008067.1	-0.199752247689596	0.0775684613101066	1	MEturquoise
CIDEA	-0.257670103847452	0.0218723831422967	1	MEturquoise
TMEM108-AS1	0.00278416755405492	0.98057197268856	1	MEturquoise
AL365181.1	0.505970913137706	1.96707180898704e-06	0.00588547885248921	MEturquoise
AC092119.1	0.329642328725915	0.00301093234375064	1	MEturquoise
AC007298.2	0.0810121620190363	0.477863764647424	1	MEturquoise
ERAP2	-0.143757322854383	0.20624664515377	1	MEturquoise
FAM71E2	0.433369995147698	6.62269199954367e-05	0.182984979947392	MEturquoise
HNRNPA1P22	-0.0152708432918782	0.893739008709637	1	MEturquoise
AD000671.3	0.0871539642612044	0.445016755206856	1	MEturquoise
LINC01099	0.0879131944098764	0.441045916366941	1	MEturquoise
ERHP1	0.859197762934489	4.0904014619004e-24	1.48317957008509e-20	MEturquoise
AL137246.2	-0.166330986616415	0.142908749508183	1	MEturquoise
AC079753.1	0.493340090302678	3.8471323200971e-06	0.0113798174028472	MEturquoise
OR7E104P	0.49932118961613	2.80955844463434e-06	0.00835000769745325	MEturquoise
MIR329-1	0.506069677161009	1.95657343540125e-06	0.00585602429215595	MEturquoise
OR5E1P	-0.28119570122143	0.0120608444150521	1	MEturquoise
AC004917.1	0.525635415630883	6.55219242815616e-07	0.00199841869058763	MEturquoise
AL391845.2	-0.260867211112613	0.0202306112585132	1	MEturquoise
AP003469.2	0.506109369148011	1.9523691537699e-06	0.00584539324638707	MEturquoise
LINC01951	-0.125641222498034	0.269895731403306	1	MEturquoise
AL358176.2	0.297820552457413	0.00768338380334849	1	MEturquoise
AC090774.2	0.349300651812907	0.00160396924464331	1	MEturquoise
DHFRP1	0.16044239329174	0.157808112297794	1	MEturquoise
AL451069.1	0.441127757699907	4.71957860387875e-05	0.132053809336527	MEturquoise
CCDC13-AS1	0.0120777725157257	0.915866121660708	1	MEturquoise
AL355385.1	0.304216785611193	0.00641522381096126	1	MEturquoise
AC004000.1	0.434720953313286	6.24695562103763e-05	0.173103140258953	MEturquoise
AL513124.1	0.1457875176517	0.19984416222829	1	MEturquoise
IL1RL2	0.465801803593912	1.51886026851731e-05	0.0436824213225577	MEturquoise
MIR487B	0.397281077867476	0.000288691175107174	0.757525643481225	MEturquoise
AC008622.2	-0.276671561844241	0.0135755860316855	1	MEturquoise
AC008687.4	-0.515288647026615	1.17847594068716e-06	0.00356017581681591	MEturquoise
ZNF625-ZNF20	-0.0515615221001425	0.651784548358949	1	MEturquoise
AC100872.1	-0.29830795059716	0.00757953067199681	1	MEturquoise
AC118754.2	0.629269268628869	5.25901965082616e-10	1.7365282887028e-06	MEturquoise
PROZ	0.475293769469738	9.58844747010544e-06	0.0279503243753574	MEturquoise
AC037487.1	0.0426164123737774	0.709211745942346	1	MEturquoise
RNU6-80P	-0.155440597383078	0.171344872507768	1	MEturquoise
AL807752.3	-0.313672735578502	0.00487828298458892	1	MEturquoise
AL136313.1	-0.15203995887061	0.18102292383095	1	MEturquoise
OR51B4	-0.0202171647326242	0.859627821158835	1	MEturquoise
AL451140.1	0.0385860128454691	0.735650140388952	1	MEturquoise
RPL23AP72	0.0468446727963635	0.681840265712984	1	MEturquoise
GNRHR2P1	0.350943895442717	0.00151891537292544	1	MEturquoise
AC079062.1	0.00575875885934982	0.959827921272821	1	MEturquoise
AC073910.1	0.242008525721365	0.0316514414870609	1	MEturquoise
AL139246.1	0.11516939408702	0.312160156390761	1	MEturquoise
AC079298.1	0.167966691985743	0.13896421267492	1	MEturquoise
RN7SL620P	0.207392252638901	0.066660520213	1	MEturquoise
AL161911.1	0.132134206546028	0.245717946114705	1	MEturquoise
MIR185	0.159869633545589	0.159316667789857	1	MEturquoise
CLK3P2	0.152211464119684	0.180525498496689	1	MEturquoise
FCRL6	0.0531827945933788	0.641577571275084	1	MEturquoise
HOMER3-AS1	-0.292179301611776	0.00897949299751646	1	MEturquoise
RNU2-18P	0.111675669281785	0.327163545526556	1	MEturquoise
SMCR2	-0.360857640227807	0.00108664892920087	1	MEturquoise
AC113418.1	0.316731815708404	0.00445632134736931	1	MEturquoise
E2F8	0.214412644253345	0.0577623834481005	1	MEturquoise
OTOP3	0.600025773538832	5.09270221804356e-09	1.65614676130777e-05	MEturquoise
LINC01945	-0.0340681278098147	0.765654154537762	1	MEturquoise
AC087164.2	0.39270783797368	0.000343881546493981	0.895123665523833	MEturquoise
AC016168.3	0.374219024205762	0.000680160479468942	1	MEturquoise
LINC02598	-0.0322005681515806	0.778161222712867	1	MEturquoise
CYP2C18	0.217279898551628	0.0544183767519129	1	MEturquoise
AL354712.1	0.531541727835449	4.64547822618498e-07	0.00142430362414831	MEturquoise
AC233701.1	0.875176560065705	5.40816026449871e-26	1.97127441640978e-22	MEturquoise
COX6CP15	0.215428126643771	0.0565594031160389	1	MEturquoise
AC092436.3	-0.118604124623565	0.297850606619755	1	MEturquoise
MIR4726	0.145975954721792	0.19925720086661	1	MEturquoise
RN7SKP202	-0.121937338535415	0.284381436175843	1	MEturquoise
LINC01267	0.0444223435100051	0.697473618814833	1	MEturquoise
IBSP	-0.232984291685137	0.0387972036489852	1	MEturquoise
SRSF10P1	-0.0304171204385828	0.790157863782386	1	MEturquoise
ZNF732	0.50936987420472	1.63462343874658e-06	0.00491204343343347	MEturquoise
AC008632.1	-0.255512746045717	0.0230433316523438	1	MEturquoise
AC068867.1	0.333373510282565	0.00267995929292834	1	MEturquoise
UGT3A1	-0.616575721574045	1.44996875320981e-09	4.75299757302175e-06	MEturquoise
CCL16	-0.0609383864514439	0.593690797624779	1	MEturquoise
AL109804.1	0.284103973199425	0.0111666103394701	1	MEturquoise
OR56A7P	-0.115485292776545	0.310825839425925	1	MEturquoise
KRT127P	0.264490520586962	0.0184985030670665	1	MEturquoise
AC103740.2	-0.265411020252149	0.0180792931679921	1	MEturquoise
KRT23	-0.356356779831146	0.00126676555583255	1	MEturquoise
IL5RA	-0.122638647121537	0.281599814903	1	MEturquoise
AL353705.1	0.172167553528247	0.12921076394887	1	MEturquoise
GAPDHP33	0.689971849003002	2.01789440951504e-12	6.88909151408433e-09	MEturquoise
AC090579.1	0.529813608868541	5.1407186310394e-07	0.00157254582923495	MEturquoise
AL024474.1	0.359362744283926	0.00114371711836966	1	MEturquoise
AC008481.2	-0.301714487310817	0.00688749596662722	1	MEturquoise
LINC00606	-0.480500069813756	7.40671544809696e-06	0.0216424225393393	MEturquoise
CSRP3-AS1	0.367136994163016	0.000874063483707585	1	MEturquoise
RN7SKP23	0.117998543444805	0.300341822157465	1	MEturquoise
RNU6-49P	-0.103914435403032	0.362105425662216	1	MEturquoise
AC084365.1	0.182322407210298	0.107791791232909	1	MEturquoise
AC026784.1	-0.0674499893694474	0.554770936598833	1	MEturquoise
RNU6-708P	0.490602052901517	4.43373753199841e-06	0.0130795257193953	MEturquoise
AC123567.1	0.204842404001047	0.070154182603899	1	MEturquoise
NOTUM	0.211076559117002	0.0618619587898451	1	MEturquoise
HSP90AA6P	-0.00988176572593503	0.93112206684448	1	MEturquoise
LINC01124	-0.403580076218178	0.000225933610199362	0.599853735079307	MEturquoise
LINC00964	0.15206014474225	0.180964325986442	1	MEturquoise
SNORD115-17	0.555884938872488	1.0482525677668e-07	0.000328732005251668	MEturquoise
ASNSP6	0.444951709966976	3.98159427358905e-05	0.11200224691606	MEturquoise
TBC1D21	0.417359608815414	0.000129907496287244	0.351659592449571	MEturquoise
LINC01141	0.229118198080958	0.0422456377799133	1	MEturquoise
AF233439.1	-0.510708389981802	1.51885508060044e-06	0.00456871608244613	MEturquoise
AC117386.2	0.0864437276445405	0.448749376478181	1	MEturquoise
GAPDHP21	0.231962010402918	0.0396854117215497	1	MEturquoise
AC009623.2	0.091491640036334	0.422600579755236	1	MEturquoise
UPP2-IT1	0.16211480218733	0.153463989271004	1	MEturquoise
AL359198.1	-0.4125437635662	0.000158058080158106	0.425650409865779	MEturquoise
AC027419.2	0.0139031985427345	0.903207493530835	1	MEturquoise
AC126773.2	0.126193397393617	0.267779489832492	1	MEturquoise
SEPT14P8	0.101714250747954	0.372413092707877	1	MEturquoise
AC023968.1	0.219874622909399	0.0515302982443592	1	MEturquoise
AL049812.2	-0.247048592990595	0.0281664258517986	1	MEturquoise
MIR4525	0.00811300805544568	0.943428184837477	1	MEturquoise
SLC6A4	-0.181906087115	0.10861196657189	1	MEturquoise
MIR26A1	0.148548147940427	0.191368274794748	1	MEturquoise
AC023813.4	0.219842281386121	0.0515655063506738	1	MEturquoise
RNU6-999P	-0.0430877027845338	0.706141803558881	1	MEturquoise
ADAMTS19	-0.803657510879663	4.923009966678e-19	1.7535761501307e-15	MEturquoise
MICOS10P2	0.278294101858984	0.0130143931387226	1	MEturquoise
GPAT3	0.948761415455261	2.84916812322762e-40	1.06131512590229e-36	MEturquoise
AC092143.3	0.362461889598898	0.00102828852101317	1	MEturquoise
DRAXIN	0.758175639981441	5.93179399374297e-16	2.08324605060253e-12	MEturquoise
AC104260.1	0.158221185602135	0.16371807366514	1	MEturquoise
AL592146.1	-0.0048719746149798	0.966009966554808	1	MEturquoise
AC005307.1	0.487360332856025	5.23669149287105e-06	0.015432529829491	MEturquoise
AL390866.1	0.308907234719881	0.00560637280574879	1	MEturquoise
ST7-AS2	0.169163908076133	0.136129606828179	1	MEturquoise
AL365255.1	0.484457408276265	6.06969081850758e-06	0.0178388213155938	MEturquoise
RN7SKP245	0.523095591694708	7.58137711208583e-07	0.00230701305520772	MEturquoise
AL137790.1	-0.293503883382714	0.00865909090485171	1	MEturquoise
AP000462.2	-0.278139073432627	0.0130671297745623	1	MEturquoise
AC100826.1	-0.516847910883612	1.0800370678621e-06	0.003266032093215	MEturquoise
IQCA1-AS1	0.158721612649016	0.162372526619458	1	MEturquoise
